-3,4,-2,4
-3,4,-4,4
-3,4,-3,5
-3,4,-3,2
-3,4,-1.75,2.75
-3,4,-3.5,4.5
-3,4,-1,6
-3,4,-3.66667,3.33333
-3,4,-2.16667,3.58333
-3,4,-3.66667,4.33333
-3,4,1,6
-3,4,-3.8,3.6
-3,4,-1,0
-3,4,-3.33333,4.66667
-3,4,-2,6
-3,4,-3.5,3
